title,content
Excellent help in plain English,"Excellent help in plain English from Maddie. She had everything at her fingertips and was extremely patient , helpful and knowledgeable. She gave us all the available options and didn’t try to sell something we didn’t want or need. Made renewing a contract and upgrading a phone a straightforward and easy process."
Excellent,Excellent service great help very friendly cheerful and kind man and was very understanding and helpful accordingly.
Great service,"Great service, recommended a great deal, transferred all data for me  made everything so easy. The team member and manager who looked after me went above and beyond to make sure all my needs were met."
Great service by Paula as always,"Great service by Paula as always, thank you!"
Very quick service the team knew what…,Very quick service the team knew what they were doing very proud thank you Vodafone
Ioana was very helpful and she have a…,Ioana was very helpful and she have a answer for all my questions thanks
Subrata gave me great service,Subrata gave me great service. Very happy!
Feel good and the store manager is…,Feel good and the store manager is excellent
Visited pontypridd store today with a…,"Visited pontypridd store today with a query that Vodafone customer service would not help with. Graham and Carly were very, very helpful, and I couldn't thank them enough for their fantastic customer service, unlike the person I spoke to at head office! When due to upgrade my phone next time I will be sure to visit store in future. Many Thanks to you both 😀"
Vodafone outdone themselves!,"I just switched back to vodafone from sky. I left vodafone for a better package deal from sky, mostly because their customer service wasn't great. However I have just had the best experience with having a rejoined them - a new fiber box installed - installation was seamless and took around 2 hours. My internet connection is more than I have paid for.They completely took over the switch from sky - Sky communication was awful.vodafone has been on the ball with communication and even to contact their customer service with a small query was so easy.Amazing service 100% happy !!"
Solid and understanding service,Solid transaction. Abin was very helpful and understanding despite slow systems. Managed to work out a deal for me despite issues with deadlines on my old phone. Great service.
Over promised under delivered,Very helpful!
Spoke to Ryan in store,"Spoke to Ryan in store, he was very helpful and knowledgeable"
Daniel and shak was very helpful and…,Daniel and shak was very helpful and Andy the right phone deal within his budget very friendly and great customer service
Excellent customer service,Excellent customer service in store. Super helpful. Highly recommend!
Brett review,"Brett was very helpful, pleasant and explained everything in a way I could understand."
Great service!,"Helpful and patient with me, even when I came back for support setting up new phone"
Farhan has been patient and brilliant…,Farhan has been patient and brilliant and managed to give sufficient information and cost effective.  Always trust Vodafone for good customer care.
Really happy with the members of staff,Really happy with the members of staff. They were all very helpful. Needed some help with my sim issues and it was resolved very quickly! Thanks.
